Date,Time,Sport,Discipline,Discipline_AR,Phase,Gender,Venue,Country_Entries,Event_ID,Source_URL
2026-05-15,15:00:00,Snooker,Men’s 6-Red Singles,6 كرات فردي رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0247,https://gccgames.qa/frontend/schedule-competition
2026-05-15,15:00:00,Snooker,Men’s 6-Red Singles,6 كرات فردي رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0248,https://gccgames.qa/frontend/schedule-competition
2026-05-15,17:00:00,Snooker,Men’s 6-Red Singles,6 كرات فردي رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0249,https://gccgames.qa/frontend/schedule-competition
2026-05-15,17:00:00,Snooker,Men’s 6-Red Singles,6 كرات فردي رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0250,https://gccgames.qa/frontend/schedule-competition
2026-05-15,17:00:00,Snooker,Men’s 6-Red Singles,6 كرات فردي رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0251,https://gccgames.qa/frontend/schedule-competition
2026-05-15,17:00:00,Snooker,Men’s 6-Red Singles,6 كرات فردي رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0252,https://gccgames.qa/frontend/schedule-competition
2026-05-16,10:00:00,Snooker,Men’s 6-Red Singles,6 كرات فردي رجال,Quarter Final,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0253,https://gccgames.qa/frontend/schedule-competition
2026-05-16,10:00:00,Snooker,Men’s 6-Red Singles,6 كرات فردي رجال,Quarter Final,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0254,https://gccgames.qa/frontend/schedule-competition
2026-05-16,10:00:00,Snooker,Men’s 6-Red Singles,6 كرات فردي رجال,Quarter Final,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0255,https://gccgames.qa/frontend/schedule-competition
2026-05-16,10:00:00,Snooker,Men’s 6-Red Singles,6 كرات فردي رجال,Quarter Final,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0256,https://gccgames.qa/frontend/schedule-competition
2026-05-16,13:00:00,Snooker,Men’s 6-Red Singles,6 كرات فردي رجال,Semi Final,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0257,https://gccgames.qa/frontend/schedule-competition
2026-05-16,13:00:00,Snooker,Men’s 6-Red Singles,6 كرات فردي رجال,Semi Final,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0258,https://gccgames.qa/frontend/schedule-competition
2026-05-16,17:00:00,Snooker,Men’s 6-Red Singles,6 كرات فردي رجال,Final,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0259,https://gccgames.qa/frontend/schedule-competition
2026-05-17,10:00:00,Snooker,Men’s Singles,فردي رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0260,https://gccgames.qa/frontend/schedule-competition
2026-05-17,10:00:00,Snooker,Men’s Singles,فردي رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0261,https://gccgames.qa/frontend/schedule-competition
2026-05-17,10:00:00,Snooker,Men’s Singles,فردي رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0262,https://gccgames.qa/frontend/schedule-competition
2026-05-17,10:00:00,Snooker,Men’s Singles,فردي رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0263,https://gccgames.qa/frontend/schedule-competition
2026-05-17,13:00:00,Snooker,Men’s Singles,فردي رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0264,https://gccgames.qa/frontend/schedule-competition
2026-05-17,13:00:00,Snooker,Men’s Singles,فردي رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0265,https://gccgames.qa/frontend/schedule-competition
2026-05-17,13:00:00,Snooker,Men’s Singles,فردي رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0266,https://gccgames.qa/frontend/schedule-competition
2026-05-17,13:00:00,Snooker,Men’s Singles,فردي رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0267,https://gccgames.qa/frontend/schedule-competition
2026-05-17,15:00:00,Snooker,Men’s Singles,فردي رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0268,https://gccgames.qa/frontend/schedule-competition
2026-05-17,15:00:00,Snooker,Men’s Singles,فردي رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0269,https://gccgames.qa/frontend/schedule-competition
2026-05-17,15:00:00,Snooker,Men’s Singles,فردي رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0270,https://gccgames.qa/frontend/schedule-competition
2026-05-17,15:00:00,Snooker,Men’s Singles,فردي رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0271,https://gccgames.qa/frontend/schedule-competition
2026-05-17,18:00:00,Snooker,Men’s Singles,فردي رجال,Quarter Final,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0272,https://gccgames.qa/frontend/schedule-competition
2026-05-17,18:00:00,Snooker,Men’s Singles,فردي رجال,Quarter Final,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0273,https://gccgames.qa/frontend/schedule-competition
2026-05-17,18:00:00,Snooker,Men’s Singles,فردي رجال,Quarter Final,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0274,https://gccgames.qa/frontend/schedule-competition
2026-05-17,18:00:00,Snooker,Men’s Singles,فردي رجال,Quarter Final,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0275,https://gccgames.qa/frontend/schedule-competition
2026-05-18,10:00:00,Snooker,Men’s Singles,فردي رجال,Semi Final,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0276,https://gccgames.qa/frontend/schedule-competition
2026-05-18,10:00:00,Snooker,Men’s Singles,فردي رجال,Semi Final,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0277,https://gccgames.qa/frontend/schedule-competition
2026-05-18,10:00:00,Snooker,Men’s Team,فرق رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0279,https://gccgames.qa/frontend/schedule-competition
2026-05-18,10:00:00,Snooker,Men’s Team,فرق رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0280,https://gccgames.qa/frontend/schedule-competition
2026-05-18,10:00:00,Snooker,Men’s Team,فرق رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0281,https://gccgames.qa/frontend/schedule-competition
2026-05-18,10:00:00,Snooker,Men’s Team,فرق رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0282,https://gccgames.qa/frontend/schedule-competition
2026-05-18,13:00:00,Snooker,Men’s Singles,فردي رجال,Final,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0278,https://gccgames.qa/frontend/schedule-competition
2026-05-18,13:00:00,Snooker,Men’s Team,فرق رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0283,https://gccgames.qa/frontend/schedule-competition
2026-05-18,13:00:00,Snooker,Men’s Team,فرق رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0284,https://gccgames.qa/frontend/schedule-competition
2026-05-19,10:00:00,Snooker,Men’s Team,فرق رجال,Semi Final,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0285,https://gccgames.qa/frontend/schedule-competition
2026-05-19,10:00:00,Snooker,Men’s Team,فرق رجال,Semi Final,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0286,https://gccgames.qa/frontend/schedule-competition
2026-05-19,13:00:00,Snooker,Men’s Team,فرق رجال,Final,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0287,https://gccgames.qa/frontend/schedule-competition
2026-05-12,17:00:00,Swimming,Men’s 800m Freestyle,800 متر حرة رجال,Final,Men,Hamad Aquatic Center,,COM-2026-0001,https://gccgames.qa/frontend/schedule-competition
2026-05-12,17:25:00,Swimming,Men’s 200m Individual Medley,200 متر متنوع رجال,Final,Men,Hamad Aquatic Center,,COM-2026-0002,https://gccgames.qa/frontend/schedule-competition
2026-05-12,17:50:00,Swimming,Men’s 50m Freestyle,50 متر حرة رجال,Final,Men,Hamad Aquatic Center,,COM-2026-0003,https://gccgames.qa/frontend/schedule-competition
2026-05-12,18:00:00,Swimming,Men’s 100m Backstroke,100 متر ظهر رجال,Final,Men,Hamad Aquatic Center,,COM-2026-0004,https://gccgames.qa/frontend/schedule-competition
2026-05-12,18:10:00,Swimming,Men’s 200m Butterfly,200 متر فراشة رجال,Final,Men,Hamad Aquatic Center,,COM-2026-0005,https://gccgames.qa/frontend/schedule-competition
2026-05-13,17:00:00,Swimming,Men’s 400m Freestyle,400 متر حرة رجال,Final,Men,Hamad Aquatic Center,,COM-2026-0006,https://gccgames.qa/frontend/schedule-competition
2026-05-13,17:20:00,Swimming,Men’s 50m Breaststroke,50 متر صدر رجال,Final,Men,Hamad Aquatic Center,,COM-2026-0007,https://gccgames.qa/frontend/schedule-competition
2026-05-13,17:45:00,Swimming,Men’s 100m Freestyle,100 متر حرة رجال,Final,Men,Hamad Aquatic Center,,COM-2026-0008,https://gccgames.qa/frontend/schedule-competition
2026-05-13,17:55:00,Swimming,Men’s 200m Backstroke,200 متر ظهر رجال,Final,Men,Hamad Aquatic Center,,COM-2026-0009,https://gccgames.qa/frontend/schedule-competition
2026-05-13,18:20:00,Swimming,Men’s 4x100m Freestyle Relay,4×100 متر حرة تتابع رجال,Final,Men,Hamad Aquatic Center,,COM-2026-0010,https://gccgames.qa/frontend/schedule-competition
2026-05-14,17:00:00,Swimming,Men’s 400m Individual Medley,400 متر متنوع رجال,Final,Men,Hamad Aquatic Center,,COM-2026-0011,https://gccgames.qa/frontend/schedule-competition
2026-05-14,17:10:00,Swimming,Men’s 100m Breaststroke,100 متر صدر رجال,Final,Men,Hamad Aquatic Center,,COM-2026-0012,https://gccgames.qa/frontend/schedule-competition
2026-05-14,17:35:00,Swimming,Men’s 200m Freestyle,200 متر حرة رجال,Final,Men,Hamad Aquatic Center,,COM-2026-0013,https://gccgames.qa/frontend/schedule-competition
2026-05-14,17:45:00,Swimming,Men’s 50m Butterfly,50 متر فراشة رجال,Final,Men,Hamad Aquatic Center,,COM-2026-0014,https://gccgames.qa/frontend/schedule-competition
2026-05-14,18:10:00,Swimming,Men’s 4x200m Freestyle Relay,4×200 متر حرة تتابع رجال,Final,Men,Hamad Aquatic Center,,COM-2026-0015,https://gccgames.qa/frontend/schedule-competition
2026-05-15,17:00:00,Swimming,Men’s 1500m Freestyle,1500 متر حرة رجال,Final,Men,Hamad Aquatic Center,,COM-2026-0016,https://gccgames.qa/frontend/schedule-competition
2026-05-15,17:30:00,Swimming,Men’s 50m Backstroke,50 متر ظهر رجال,Final,Men,Hamad Aquatic Center,,COM-2026-0017,https://gccgames.qa/frontend/schedule-competition
2026-05-15,17:55:00,Swimming,Men’s 100m Butterfly,100 متر فراشة رجال,Final,Men,Hamad Aquatic Center,,COM-2026-0018,https://gccgames.qa/frontend/schedule-competition
2026-05-15,18:10:00,Swimming,Men’s 200m Breaststroke,200 متر صدر رجال,Final,Men,Hamad Aquatic Center,,COM-2026-0019,https://gccgames.qa/frontend/schedule-competition
2026-05-15,18:40:00,Swimming,Men’s 4x100m Medley Relay,4×100 متر متنوع تتابع رجال,Final,Men,Hamad Aquatic Center,,COM-2026-0020,https://gccgames.qa/frontend/schedule-competition
2026-05-12,10:00:00,Table Tennis,Women’s Team Qualification,فرق سيدات,Qualification,Women,Aspire Dome,,COM-2026-0288,https://gccgames.qa/frontend/schedule-competition
2026-05-12,10:00:00,Table Tennis,Women’s Team Qualification,فرق سيدات,Qualification,Women,Aspire Dome,,COM-2026-0289,https://gccgames.qa/frontend/schedule-competition
2026-05-12,10:00:00,Table Tennis,Women’s Team Qualification,فرق سيدات,Qualification,Women,Aspire Dome,,COM-2026-0290,https://gccgames.qa/frontend/schedule-competition
2026-05-12,10:00:00,Table Tennis,Men’s Team Qualification,فرق رجال,Qualification,Men,Aspire Dome,,COM-2026-0291,https://gccgames.qa/frontend/schedule-competition
2026-05-12,10:00:00,Table Tennis,Men’s Team Qualification,فرق رجال,Qualification,Men,Aspire Dome,,COM-2026-0292,https://gccgames.qa/frontend/schedule-competition
2026-05-12,10:00:00,Table Tennis,Men’s Team Qualification,فرق رجال,Qualification,Men,Aspire Dome,,COM-2026-0293,https://gccgames.qa/frontend/schedule-competition
2026-05-12,15:00:00,Table Tennis,Women’s Team Qualification,فرق سيدات,Qualification,Women,Aspire Dome,,COM-2026-0294,https://gccgames.qa/frontend/schedule-competition
2026-05-12,15:00:00,Table Tennis,Women’s Team Qualification,فرق سيدات,Qualification,Women,Aspire Dome,,COM-2026-0295,https://gccgames.qa/frontend/schedule-competition
2026-05-12,15:00:00,Table Tennis,Women’s Team Qualification,فرق سيدات,Qualification,Women,Aspire Dome,,COM-2026-0296,https://gccgames.qa/frontend/schedule-competition
2026-05-12,15:00:00,Table Tennis,Men’s Team Qualification,فرق رجال,Qualification,Men,Aspire Dome,,COM-2026-0297,https://gccgames.qa/frontend/schedule-competition
2026-05-12,15:00:00,Table Tennis,Men’s Team Qualification,فرق رجال,Qualification,Men,Aspire Dome,,COM-2026-0298,https://gccgames.qa/frontend/schedule-competition
2026-05-12,15:00:00,Table Tennis,Men’s Team Qualification,فرق رجال,Qualification,Men,Aspire Dome,,COM-2026-0299,https://gccgames.qa/frontend/schedule-competition
2026-05-12,19:00:00,Table Tennis,Women’s Team Qualification,فرق سيدات,Qualification,Women,Aspire Dome,,COM-2026-0300,https://gccgames.qa/frontend/schedule-competition
2026-05-12,19:00:00,Table Tennis,Women’s Team Qualification,فرق سيدات,Qualification,Women,Aspire Dome,,COM-2026-0301,https://gccgames.qa/frontend/schedule-competition
2026-05-12,19:00:00,Table Tennis,Women’s Team Qualification,فرق سيدات,Qualification,Women,Aspire Dome,,COM-2026-0302,https://gccgames.qa/frontend/schedule-competition
2026-05-12,19:00:00,Table Tennis,Men’s Team Qualification,فرق رجال,Qualification,Men,Aspire Dome,,COM-2026-0303,https://gccgames.qa/frontend/schedule-competition
2026-05-12,19:00:00,Table Tennis,Men’s Team Qualification,فرق رجال,Qualification,Men,Aspire Dome,,COM-2026-0304,https://gccgames.qa/frontend/schedule-competition
2026-05-12,19:00:00,Table Tennis,Men’s Team Qualification,فرق رجال,Qualification,Men,Aspire Dome,,COM-2026-0305,https://gccgames.qa/frontend/schedule-competition
2026-05-13,10:00:00,Table Tennis,Mixed Doubles Round of 16,زوجي مختلط دور 16,Round of 16,Mixed,Aspire Dome,,COM-2026-0306,https://gccgames.qa/frontend/schedule-competition
2026-05-13,10:00:00,Table Tennis,Mixed Doubles Round of 16,زوجي مختلط دور 16,Round of 16,Mixed,Aspire Dome,,COM-2026-0307,https://gccgames.qa/frontend/schedule-competition
2026-05-13,10:00:00,Table Tennis,Mixed Doubles Round of 16,زوجي مختلط دور 16,Round of 16,Mixed,Aspire Dome,,COM-2026-0308,https://gccgames.qa/frontend/schedule-competition
2026-05-13,10:00:00,Table Tennis,Mixed Doubles Round of 16,زوجي مختلط دور 16,Round of 16,Mixed,Aspire Dome,,COM-2026-0309,https://gccgames.qa/frontend/schedule-competition
2026-05-13,10:50:00,Table Tennis,Women’s Doubles Round of 16,زوجي سيدات دور 16,Round of 16,Women,Aspire Dome,,COM-2026-0310,https://gccgames.qa/frontend/schedule-competition
2026-05-13,10:50:00,Table Tennis,Women’s Doubles Round of 16,زوجي سيدات دور 16,Round of 16,Women,Aspire Dome,,COM-2026-0311,https://gccgames.qa/frontend/schedule-competition
2026-05-13,10:50:00,Table Tennis,Women’s Doubles Round of 16,زوجي سيدات دور 16,Round of 16,Women,Aspire Dome,,COM-2026-0312,https://gccgames.qa/frontend/schedule-competition
2026-05-13,10:50:00,Table Tennis,Men’s Doubles Round of 16,زوجي رجال دور 16,Round of 16,Men,Aspire Dome,,COM-2026-0313,https://gccgames.qa/frontend/schedule-competition
2026-05-13,10:50:00,Table Tennis,Men’s Doubles Round of 16,زوجي رجال دور 16,Round of 16,Men,Aspire Dome,,COM-2026-0314,https://gccgames.qa/frontend/schedule-competition
2026-05-13,10:50:00,Table Tennis,Men’s Doubles Round of 16,زوجي رجال دور 16,Round of 16,Men,Aspire Dome,,COM-2026-0315,https://gccgames.qa/frontend/schedule-competition
2026-05-13,10:50:00,Table Tennis,Men’s Doubles Round of 16,زوجي رجال دور 16,Round of 16,Men,Aspire Dome,,COM-2026-0316,https://gccgames.qa/frontend/schedule-competition
2026-05-13,10:50:00,Table Tennis,Men’s Doubles Round of 16,زوجي رجال دور 16,Round of 16,Men,Aspire Dome,,COM-2026-0317,https://gccgames.qa/frontend/schedule-competition
2026-05-13,11:40:00,Table Tennis,Mixed Doubles Quarterfinal,زوجي مختلط ربع نهائي,Quarterfinal,Mixed,Aspire Dome,,COM-2026-0318,https://gccgames.qa/frontend/schedule-competition
2026-05-13,11:40:00,Table Tennis,Mixed Doubles Quarterfinal,زوجي مختلط ربع نهائي,Quarterfinal,Mixed,Aspire Dome,,COM-2026-0319,https://gccgames.qa/frontend/schedule-competition
2026-05-13,11:40:00,Table Tennis,Mixed Doubles Quarterfinal,زوجي مختلط ربع نهائي,Quarterfinal,Mixed,Aspire Dome,,COM-2026-0320,https://gccgames.qa/frontend/schedule-competition
2026-05-13,11:40:00,Table Tennis,Mixed Doubles Quarterfinal,زوجي مختلط ربع نهائي,Quarterfinal,Mixed,Aspire Dome,,COM-2026-0321,https://gccgames.qa/frontend/schedule-competition
2026-05-13,15:00:00,Table Tennis,Women’s Team Qualification,فرق سيدات,Qualification,Women,Aspire Dome,,COM-2026-0322,https://gccgames.qa/frontend/schedule-competition
2026-05-13,15:00:00,Table Tennis,Women’s Team Qualification,فرق سيدات,Qualification,Women,Aspire Dome,,COM-2026-0323,https://gccgames.qa/frontend/schedule-competition
2026-05-13,15:00:00,Table Tennis,Women’s Team Qualification,فرق سيدات,Qualification,Women,Aspire Dome,,COM-2026-0324,https://gccgames.qa/frontend/schedule-competition
2026-05-13,15:00:00,Table Tennis,Men’s Team Qualification,فرق رجال,Qualification,Men,Aspire Dome,,COM-2026-0325,https://gccgames.qa/frontend/schedule-competition
2026-05-13,15:00:00,Table Tennis,Men’s Team Qualification,فرق رجال,Qualification,Men,Aspire Dome,,COM-2026-0326,https://gccgames.qa/frontend/schedule-competition
2026-05-13,15:00:00,Table Tennis,Men’s Team Qualification,فرق رجال,Qualification,Men,Aspire Dome,,COM-2026-0327,https://gccgames.qa/frontend/schedule-competition
2026-05-13,19:00:00,Table Tennis,Women’s Team Qualification,فرق سيدات,Qualification,Women,Aspire Dome,,COM-2026-0328,https://gccgames.qa/frontend/schedule-competition
2026-05-13,19:00:00,Table Tennis,Women’s Team Qualification,فرق سيدات,Qualification,Women,Aspire Dome,,COM-2026-0329,https://gccgames.qa/frontend/schedule-competition
2026-05-13,19:00:00,Table Tennis,Women’s Team Qualification,فرق سيدات,Qualification,Women,Aspire Dome,,COM-2026-0330,https://gccgames.qa/frontend/schedule-competition
2026-05-13,19:00:00,Table Tennis,Men’s Team Qualification,فرق رجال,Qualification,Men,Aspire Dome,,COM-2026-0331,https://gccgames.qa/frontend/schedule-competition
2026-05-13,19:00:00,Table Tennis,Men’s Team Qualification,فرق رجال,Qualification,Men,Aspire Dome,,COM-2026-0332,https://gccgames.qa/frontend/schedule-competition
2026-05-13,19:00:00,Table Tennis,Men’s Team Qualification,فرق رجال,Qualification,Men,Aspire Dome,,COM-2026-0333,https://gccgames.qa/frontend/schedule-competition
2026-05-14,10:00:00,Table Tennis,Men’s Singles Round of 32,فردي رجال دور 32,Round of 32,Men,Aspire Dome,,COM-2026-0334,https://gccgames.qa/frontend/schedule-competition
2026-05-14,10:00:00,Table Tennis,Men’s Singles Round of 32,فردي رجال دور 32,Round of 32,Men,Aspire Dome,,COM-2026-0335,https://gccgames.qa/frontend/schedule-competition
2026-05-14,10:00:00,Table Tennis,Women’s Singles Round of 32,فردي سيدات دور 32,Round of 32,Women,Aspire Dome,,COM-2026-0336,https://gccgames.qa/frontend/schedule-competition
2026-05-14,10:00:00,Table Tennis,Women’s Singles Round of 32,فردي سيدات دور 32,Round of 32,Women,Aspire Dome,,COM-2026-0337,https://gccgames.qa/frontend/schedule-competition
2026-05-14,10:50:00,Table Tennis,Mixed Doubles Semifinal,زوجي مختلط نصف نهائي,Semifinal,Mixed,Aspire Dome,,COM-2026-0338,https://gccgames.qa/frontend/schedule-competition
2026-05-14,10:50:00,Table Tennis,Mixed Doubles Semifinal,زوجي مختلط نصف نهائي,Semifinal,Mixed,Aspire Dome,,COM-2026-0339,https://gccgames.qa/frontend/schedule-competition
2026-05-14,11:40:00,Table Tennis,Women’s Singles Round of 16,فردي سيدات دور 16,Round of 16,Women,Aspire Dome,,COM-2026-0340,https://gccgames.qa/frontend/schedule-competition
2026-05-14,11:40:00,Table Tennis,Women’s Singles Round of 16,فردي سيدات دور 16,Round of 16,Women,Aspire Dome,,COM-2026-0341,https://gccgames.qa/frontend/schedule-competition
2026-05-14,11:40:00,Table Tennis,Women’s Singles Round of 16,فردي سيدات دور 16,Round of 16,Women,Aspire Dome,,COM-2026-0342,https://gccgames.qa/frontend/schedule-competition
2026-05-14,11:40:00,Table Tennis,Women’s Singles Round of 16,فردي سيدات دور 16,Round of 16,Women,Aspire Dome,,COM-2026-0343,https://gccgames.qa/frontend/schedule-competition
2026-05-14,11:40:00,Table Tennis,Women’s Singles Round of 16,فردي سيدات دور 16,Round of 16,Women,Aspire Dome,,COM-2026-0344,https://gccgames.qa/frontend/schedule-competition
2026-05-14,11:40:00,Table Tennis,Women’s Singles Round of 16,فردي سيدات دور 16,Round of 16,Women,Aspire Dome,,COM-2026-0345,https://gccgames.qa/frontend/schedule-competition
2026-05-14,11:40:00,Table Tennis,Women’s Singles Round of 16,فردي سيدات دور 16,Round of 16,Women,Aspire Dome,,COM-2026-0346,https://gccgames.qa/frontend/schedule-competition
2026-05-14,11:40:00,Table Tennis,Women’s Singles Round of 16,فردي سيدات دور 16,Round of 16,Women,Aspire Dome,,COM-2026-0347,https://gccgames.qa/frontend/schedule-competition
2026-05-14,12:15:00,Table Tennis,Men’s Singles Round of 16,فردي رجال دور 16,Round of 16,Men,Aspire Dome,,COM-2026-0348,https://gccgames.qa/frontend/schedule-competition
2026-05-14,12:15:00,Table Tennis,Men’s Singles Round of 16,فردي رجال دور 16,Round of 16,Men,Aspire Dome,,COM-2026-0349,https://gccgames.qa/frontend/schedule-competition
2026-05-14,12:15:00,Table Tennis,Men’s Singles Round of 16,فردي رجال دور 16,Round of 16,Men,Aspire Dome,,COM-2026-0350,https://gccgames.qa/frontend/schedule-competition
2026-05-14,12:15:00,Table Tennis,Men’s Singles Round of 16,فردي رجال دور 16,Round of 16,Men,Aspire Dome,,COM-2026-0351,https://gccgames.qa/frontend/schedule-competition
2026-05-14,12:15:00,Table Tennis,Men’s Singles Round of 16,فردي رجال دور 16,Round of 16,Men,Aspire Dome,,COM-2026-0352,https://gccgames.qa/frontend/schedule-competition
2026-05-14,12:15:00,Table Tennis,Men’s Singles Round of 16,فردي رجال دور 16,Round of 16,Men,Aspire Dome,,COM-2026-0353,https://gccgames.qa/frontend/schedule-competition
2026-05-14,12:15:00,Table Tennis,Men’s Singles Round of 16,فردي رجال دور 16,Round of 16,Men,Aspire Dome,,COM-2026-0354,https://gccgames.qa/frontend/schedule-competition
2026-05-14,12:15:00,Table Tennis,Men’s Singles Round of 16,فردي رجال دور 16,Round of 16,Men,Aspire Dome,,COM-2026-0355,https://gccgames.qa/frontend/schedule-competition
2026-05-14,16:00:00,Table Tennis,Women’s Doubles Quarterfinal,زوجي سيدات ربع نهائي,Quarterfinal,Women,Aspire Dome,,COM-2026-0356,https://gccgames.qa/frontend/schedule-competition
2026-05-14,16:00:00,Table Tennis,Women’s Doubles Quarterfinal,زوجي سيدات ربع نهائي,Quarterfinal,Women,Aspire Dome,,COM-2026-0357,https://gccgames.qa/frontend/schedule-competition
2026-05-14,16:00:00,Table Tennis,Women’s Doubles Quarterfinal,زوجي سيدات ربع نهائي,Quarterfinal,Women,Aspire Dome,,COM-2026-0358,https://gccgames.qa/frontend/schedule-competition
2026-05-14,16:00:00,Table Tennis,Women’s Doubles Quarterfinal,زوجي سيدات ربع نهائي,Quarterfinal,Women,Aspire Dome,,COM-2026-0359,https://gccgames.qa/frontend/schedule-competition
2026-05-14,16:35:00,Table Tennis,Men’s Doubles Quarterfinal,زوجي رجال ربع نهائي,Quarterfinal,Men,Aspire Dome,,COM-2026-0360,https://gccgames.qa/frontend/schedule-competition
2026-05-14,16:35:00,Table Tennis,Men’s Doubles Quarterfinal,زوجي رجال ربع نهائي,Quarterfinal,Men,Aspire Dome,,COM-2026-0361,https://gccgames.qa/frontend/schedule-competition
2026-05-14,16:35:00,Table Tennis,Men’s Doubles Quarterfinal,زوجي رجال ربع نهائي,Quarterfinal,Men,Aspire Dome,,COM-2026-0362,https://gccgames.qa/frontend/schedule-competition
2026-05-14,16:35:00,Table Tennis,Men’s Doubles Quarterfinal,زوجي رجال ربع نهائي,Quarterfinal,Men,Aspire Dome,,COM-2026-0363,https://gccgames.qa/frontend/schedule-competition
2026-05-14,17:25:00,Table Tennis,Women’s Singles Quarterfinal,فردي سيدات ربع نهائي,Quarterfinal,Women,Aspire Dome,,COM-2026-0364,https://gccgames.qa/frontend/schedule-competition
2026-05-14,17:25:00,Table Tennis,Women’s Singles Quarterfinal,فردي سيدات ربع نهائي,Quarterfinal,Women,Aspire Dome,,COM-2026-0365,https://gccgames.qa/frontend/schedule-competition
2026-05-14,17:25:00,Table Tennis,Women’s Singles Quarterfinal,فردي سيدات ربع نهائي,Quarterfinal,Women,Aspire Dome,,COM-2026-0366,https://gccgames.qa/frontend/schedule-competition
2026-05-14,17:25:00,Table Tennis,Women’s Singles Quarterfinal,فردي سيدات ربع نهائي,Quarterfinal,Women,Aspire Dome,,COM-2026-0367,https://gccgames.qa/frontend/schedule-competition
2026-05-14,18:10:00,Table Tennis,Men’s Singles Quarterfinal,فردي رجال ربع نهائي,Quarterfinal,Men,Aspire Dome,,COM-2026-0368,https://gccgames.qa/frontend/schedule-competition
2026-05-14,18:10:00,Table Tennis,Men’s Singles Quarterfinal,فردي رجال ربع نهائي,Quarterfinal,Men,Aspire Dome,,COM-2026-0369,https://gccgames.qa/frontend/schedule-competition
2026-05-14,18:10:00,Table Tennis,Men’s Singles Quarterfinal,فردي رجال ربع نهائي,Quarterfinal,Men,Aspire Dome,,COM-2026-0370,https://gccgames.qa/frontend/schedule-competition
2026-05-14,18:10:00,Table Tennis,Men’s Singles Quarterfinal,فردي رجال ربع نهائي,Quarterfinal,Men,Aspire Dome,,COM-2026-0371,https://gccgames.qa/frontend/schedule-competition
2026-05-15,15:00:00,Table Tennis,Women’s Doubles Semifinal,زوجي سيدات نصف نهائي,Semifinal,Women,Aspire Dome,,COM-2026-0372,https://gccgames.qa/frontend/schedule-competition
2026-05-15,15:00:00,Table Tennis,Women’s Doubles Semifinal,زوجي سيدات نصف نهائي,Semifinal,Women,Aspire Dome,,COM-2026-0373,https://gccgames.qa/frontend/schedule-competition
2026-05-15,15:45:00,Table Tennis,Men’s Doubles Semifinal,زوجي رجال نصف نهائي,Semifinal,Men,Aspire Dome,,COM-2026-0374,https://gccgames.qa/frontend/schedule-competition
