Athlete,Sport,Date,Competition,Comp Set,Class,Discipline,Discipline_AR,Phase,Gender,Age,Rank,Result,Medal,Wind,Attempt,Lane_Heat,Reaction_Time,Split_Times,Status,Country,Detection_Method,Source_URL
Ali Tamer Hassan,Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 100m Freestyle Heat 1,سباحة 100م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0501
Emad Addin  Zaben,Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 100m Freestyle Heat 1,سباحة 100م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0501
Mohammed Alzaki,Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 100m Freestyle Heat 1,سباحة 100م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0501
Soud Alenezi,Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 100m Freestyle Heat 1,سباحة 100م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KUW,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0501
Abdulla Jamal,Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 100m Freestyle Heat 1,سباحة 100م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0501
Eid Almujaini,Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 100m Freestyle Heat 1,سباحة 100م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,UAE,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0501
Ahmed Theibich,Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 200m Backstroke Heat 1,سباحة 200م ظهر بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0502
Abdulmuhsen Altaho,Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 200m Backstroke Heat 1,سباحة 200م ظهر بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KUW,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0502
Abdullah Sultan,Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 200m Backstroke Heat 1,سباحة 200م ظهر بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KUW,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0502
Ali Alessa,Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 200m Backstroke Heat 1,سباحة 200م ظهر بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0502
Abdalla Elghamry,Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 200m Backstroke Heat 1,سباحة 200م ظهر بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0502
Ahmed Helal,Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 200m Backstroke Heat 1,سباحة 200م ظهر بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0502
Ali Alabdlwahab,Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 200m Backstroke Heat 1,سباحة 200م ظهر بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0502
Bahrain (Team),Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 400m Freestyle Relay Heat 1,تتابع 400م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0503
Saudi Arabia (Team),Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 400m Freestyle Relay Heat 1,تتابع 400م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0503
Qatar (Team),Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 400m Freestyle Relay Heat 1,تتابع 400م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0503
Kuwait (Team),Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 400m Freestyle Relay Heat 1,تتابع 400م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KUW,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0503
Ahmed Theibich,Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 400m Individual Medley Heat 1,سباحة 400م متنوع بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0504
Robert Bonsall,Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 400m Individual Medley Heat 1,سباحة 400م متنوع بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0504
Emile Fouzai,Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 400m Individual Medley Heat 1,سباحة 400م متنوع بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0504
Khaled Alotaibi,Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 400m Individual Medley Heat 1,سباحة 400م متنوع بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KUW,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0504
Mohammad Alotaibi,Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 400m Individual Medley Heat 1,سباحة 400م متنوع بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KUW,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0504
Ahmed  Almueibid,Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 400m Individual Medley Heat 1,سباحة 400م متنوع بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0504
Saud Ghali,Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 100m Breaststroke Heat 1,سباحة 100م صدر بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0505
Abdulla Jamal,Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 100m Breaststroke Heat 1,سباحة 100م صدر بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0505
Mohamed  Mahmoud,Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 100m Breaststroke Heat 1,سباحة 100م صدر بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0505
Emad  Alsibiani,Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 100m Breaststroke Heat 1,سباحة 100م صدر بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0505
Hamza Shalan,Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 100m Breaststroke Heat 1,سباحة 100م صدر بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0505
Fahad Alawiglah,Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 100m Breaststroke Heat 1,سباحة 100م صدر بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0505
Sayed Ahmed Alawi,Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 200m Freestyle Heat 1,سباحة 200م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0506
Khaled Alotaibi,Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 200m Freestyle Heat 1,سباحة 200م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KUW,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0506
Saud Alshamroukh,Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 200m Freestyle Heat 1,سباحة 200م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KUW,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0506
Ali Tamer Hassan,Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 200m Freestyle Heat 1,سباحة 200م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0506
Saadeddin Saadeddin,Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 200m Freestyle Heat 1,سباحة 200م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0506
Mohammed Alzaki,Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 200m Freestyle Heat 1,سباحة 200م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0506
Ghanem Alsulhi,Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 200m Freestyle Heat 1,سباحة 200م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0506
Ahmed Helal,Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 50m Butterfly Heat 1,سباحة 50م فراشة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0507
Mashal Al Kulaibi,Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 50m Butterfly Heat 1,سباحة 50م فراشة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,OMA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0507
Humood Alhumood,Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 50m Butterfly Heat 1,سباحة 50م فراشة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KUW,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0507
Mohammed Al Wahaibi,Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 50m Butterfly Heat 1,سباحة 50م فراشة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,OMA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0507
Eid Almujaini,Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 50m Butterfly Heat 2,سباحة 50م فراشة بنين - الجولة 2,Heats,Men,,,,,,,,,,Scheduled,UAE,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0508
Mohammed Alotaibi,Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 50m Butterfly Heat 2,سباحة 50م فراشة بنين - الجولة 2,Heats,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0508
Emad Addin  Zaben,Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 50m Butterfly Heat 2,سباحة 50م فراشة بنين - الجولة 2,Heats,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0508
Mikhail Arkhangelskiy,Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 50m Butterfly Heat 2,سباحة 50م فراشة بنين - الجولة 2,Heats,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0508
Hussein Abdelsalam,Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 50m Butterfly Heat 2,سباحة 50م فراشة بنين - الجولة 2,Heats,Men,,,,,,,,,,Scheduled,UAE,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0508
Tameem Elhamayda,Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 50m Butterfly Heat 2,سباحة 50م فراشة بنين - الجولة 2,Heats,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0508
Mohamed Aziz  Ismail,Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 50m Butterfly Heat 2,سباحة 50م فراشة بنين - الجولة 2,Heats,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0508
Suhail Alhanaee,Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 50m Butterfly Heat 2,سباحة 50م فراشة بنين - الجولة 2,Heats,Men,,,,,,,,,,Scheduled,UAE,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0508
Bahrain (Team),Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 800m Freestyle Relay Heat 1,تتابع 800م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0509
Saudi Arabia (Team),Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 800m Freestyle Relay Heat 1,تتابع 800م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0509
Qatar (Team),Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 800m Freestyle Relay Heat 1,تتابع 800م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0509
Kuwait (Team),Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 800m Freestyle Relay Heat 1,تتابع 800م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KUW,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0509
Sayed Ahmed Alawi,Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 1500m Freestyle Heat 1,سباحة 1500م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0510
Ghanem Alsulhi,Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 1500m Freestyle Heat 1,سباحة 1500م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0510
Emile Fouzai,Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 1500m Freestyle Heat 1,سباحة 1500م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0510
Saadeddin Saadeddin,Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 1500m Freestyle Heat 1,سباحة 1500م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0510
Robert Bonsall,Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 1500m Freestyle Heat 1,سباحة 1500م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0510
Saud Alshamroukh,Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 1500m Freestyle Heat 1,سباحة 1500م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KUW,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0510
Ahmed  Almueibid,Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 1500m Freestyle Heat 1,سباحة 1500م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0510
Hamed Al Hasani,Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 1500m Freestyle Heat 1,سباحة 1500م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,OMA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0510
Abdullah Sultan,Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 50m Backstroke Heat 1,سباحة 50م ظهر بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KUW,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0511
Eid Almujaini,Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 50m Backstroke Heat 1,سباحة 50م ظهر بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,UAE,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0511
Abdulmuhsen Altaho,Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 50m Backstroke Heat 1,سباحة 50م ظهر بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KUW,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0511
Tameem Elhamayda,Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 50m Backstroke Heat 1,سباحة 50م ظهر بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0511
Mikhail Arkhangelskiy,Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 50m Backstroke Heat 1,سباحة 50م ظهر بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0511
Ali Alessa,Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 50m Backstroke Heat 1,سباحة 50م ظهر بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0511
Abdalla Elghamry,Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 50m Backstroke Heat 1,سباحة 50م ظهر بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0511
Ahmed Helal,Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 50m Backstroke Heat 1,سباحة 50م ظهر بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0511
Ali Alabdlwahab,Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 50m Backstroke Heat 1,سباحة 50م ظهر بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0511
Mohammed Al Wahaibi,Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 50m Backstroke Heat 1,سباحة 50م ظهر بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,OMA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0511
Suhail Alhanaee,Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 100m Butterfly Heat 1,سباحة 100م فراشة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,UAE,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0512
Mohammed Alotaibi,Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 100m Butterfly Heat 1,سباحة 100م فراشة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0512
Mohammed Alzaki,Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 100m Butterfly Heat 1,سباحة 100م فراشة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0512
Mohamed Aziz  Ismail,Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 100m Butterfly Heat 1,سباحة 100م فراشة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0512
Mikhail Arkhangelskiy,Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 100m Butterfly Heat 1,سباحة 100م فراشة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0512
Ali Tamer Hassan,Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 100m Butterfly Heat 1,سباحة 100م فراشة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0512
Hussein Abdelsalam,Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 100m Butterfly Heat 1,سباحة 100م فراشة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,UAE,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0512
Mohammad Alotaibi,Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 100m Butterfly Heat 1,سباحة 100م فراشة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KUW,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0512
Soud Alenezi,Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 100m Butterfly Heat 1,سباحة 100م فراشة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KUW,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0512
Ahmed Theibich,Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 100m Butterfly Heat 1,سباحة 100م فراشة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0512
Fahad Alawiglah,Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 200m Breaststroke Heat 1,سباحة 200م صدر بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0513
Saud Ghali,Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 200m Breaststroke Heat 1,سباحة 200م صدر بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0513
Emad  Alsibiani,Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 200m Breaststroke Heat 1,سباحة 200م صدر بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0513
Mohamed  Mahmoud,Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 200m Breaststroke Heat 1,سباحة 200م صدر بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0513
Hamza Shalan,Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 200m Breaststroke Heat 1,سباحة 200م صدر بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0513
Bahrain (Team),Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 400m Medley Relay Heat 1,تتابع 400م متنوع بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0514
Qatar (Team),Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 400m Medley Relay Heat 1,تتابع 400م متنوع بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0514
Saudi Arabia (Team),Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 400m Medley Relay Heat 1,تتابع 400م متنوع بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0514
Kuwait (Team),Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 400m Medley Relay Heat 1,تتابع 400م متنوع بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KUW,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0514
Bahrain (Team),Table Tennis,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men's Team R 1,رجال فرق الدور 1,Round 1,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0552
Qatar (Team),Table Tennis,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men's Team R 1,رجال فرق الدور 1,Round 1,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0552
Oman (Team),Table Tennis,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men's Team R 1,رجال فرق الدور 1,Round 1,Men,,,,,,,,,,Scheduled,OMA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0553
Saudi Arabia (Team),Table Tennis,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men's Team R 1,رجال فرق الدور 1,Round 1,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0553
Saudi Arabia (Team),Table Tennis,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men's Team R 2,رجال فرق الدور 1,Round 2,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0554
Bahrain (Team),Table Tennis,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men's Team R 2,رجال فرق الدور 1,Round 2,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0554
Bahrain (Team),Table Tennis,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men's Team R 2,رجال فرق الدور 1,Round 2,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0555
Qatar (Team),Table Tennis,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men's Team R 2,رجال فرق الدور 1,Round 2,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0555
